Task: 1, Test Name: Account Icon is Visible, Locator CssSelector: .dropdown.dropdown-access, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Bag Icon is Visible, Locator CssSelector: .dropdown.dropdown-cart, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Correct Logo Image is Shown, Locator Id: IMG____9, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Favorites Icon is NOT Visible, Locator CssSelector: .wishlist, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is NOT Visible, Locator CssSelector: .wishlist, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is NOT Visible, Locator CssSelector: .wishlist, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is NOT Visible, Locator CssSelector: .wishlist, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is NOT Visible, Locator CssSelector: .wishlist, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Favorites Icon is Visible, Locator CssSelector: .wishlist, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Contacts Section is NOT Visible, Locator Id: collapse_3, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Contacts Section is NOT Visible, Locator Id: collapse_3, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Contacts Section is Visible, Locator Id: collapse_3, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is NOT Visible, Locator Id: collapse_4, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is NOT Visible, Locator Id: collapse_4, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Keep In Touch Section is Visible, Locator Id: collapse_4, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is NOT Visible, Locator Id: collapse_1, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is NOT Visible, Locator Id: collapse_1, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer Quick Links Section is Visible, Locator Id: collapse_1, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Footer is Visible, Locator XPath: //footer, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is NOT Visible, Locator Id: sidebar_filters, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is Visible, Locator Id: sidebar_filters, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is Visible, Locator Id: sidebar_filters, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Left Grid Filter Section is Visible, Locator Id: sidebar_filters, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Logo is Visible, Locator Id: IMG____9, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Main Menu is NOT Visible, Locator CssSelector: .main-menu, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Main Menu is Visible, Locator CssSelector: .main-menu, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Main Menu is Visible, Locator CssSelector: .main-menu, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Main Menu is Visible, Locator CssSelector: .main-menu, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is NOT Visible, Locator CssSelector: .ti-heart, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is NOT Visible, Locator CssSelector: .ti-heart, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is NOT Visible, Locator CssSelector: .ti-heart, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is Visible, Locator CssSelector: .ti-heart, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is Visible, Locator CssSelector: .ti-heart, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is Visible, Locator CssSelector: .ti-heart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is Visible, Locator CssSelector: .ti-heart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Favorite Icon is Visible, Locator CssSelector: .ti-heart, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is NOT Visible, Locator CssSelector: .ti-shopping-cart, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is NOT Visible, Locator CssSelector: .ti-shopping-cart, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is NOT Visible, Locator CssSelector: .ti-shopping-cart, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is Visible, Locator CssSelector: .ti-shopping-cart, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is Visible, Locator CssSelector: .ti-shopping-cart, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is Visible, Locator CssSelector: .ti-shopping-cart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is Visible, Locator CssSelector: .ti-shopping-cart, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shopping Cart Icon is Visible, Locator CssSelector: .ti-shopping-cart, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is NOT Visible, Locator CssSelector: .ti-control-shuffle, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is NOT Visible, Locator CssSelector: .ti-control-shuffle, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is NOT Visible, Locator CssSelector: .ti-control-shuffle, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is Visible, Locator CssSelector: .ti-control-shuffle, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is Visible, Locator CssSelector: .ti-control-shuffle, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is Visible, Locator CssSelector: .ti-control-shuffle, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is Visible, Locator CssSelector: .ti-control-shuffle, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Card Shuffle Icon is Visible, Locator CssSelector: .ti-control-shuffle, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is NOT Visible, Locator Id: ti-filter, Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is NOT Visible, Locator Id: ti-filter, Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is NOT Visible, Locator Id: ti-filter, Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is Visible, Locator Id: ti-filter, Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is Visible, Locator Id: ti-filter, Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is Visible, Locator Id: ti-filter, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is Visible, Locator Id: ti-filter, Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Icon is Visible, Locator Id: ti-filter, Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is NOT Visible, Locator XPath: //span[text()='Filters'], Browser: Chrome, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is NOT Visible, Locator XPath: //span[text()='Filters'], Browser: Edge, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is NOT Visible, Locator XPath: //span[text()='Filters'], Browser: Firefox, Viewport: 1200x700, Device: Desktop, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is NOT Visible, Locator XPath: //span[text()='Filters'], Browser: Phone, Viewport: 500x700, Device: Phone, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is Visible, Locator XPath: //span[text()='Filters'], Browser: Chrome, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is Visible, Locator XPath: //span[text()='Filters'], Browser: Edge, Viewport: 768x700, Device: Tablet, Status: Pass
Task: 1, Test Name: Product Grid Filter Label is Visible, Locator XPath: //span[text()='Filters'], Browser: Firefox, Viewport: 768x700, Device: Tablet, Status: Pass
